Start Index|Event Name|Start Time|Elapsed Time|Workbook|Worksheet|Dashboard|DataSource Name|CacheHit|Command|Action Name|Command Name|DataEngine API|Dialog Name|Task Name|Job Name|Processor Time Inclusive|Processor Time Exclusive|User Time Inclusive|User Time Exclusive|ContextId|ThreadID|Depth|Path|Level0|Level1|Level2|Level3|Level4|Level5|Level6|Level7|Level8|Level9|Level10|Level11|Level12|Level13|Level14|Level15|Level16|Level17|Level18|Level19|Session ID|Request ID|URL|XML Size|XML Text
72|SummaryStatisticsBuilder|1564.796708800|0.001259600||||||||tabui:record-perf||||RecordPerformanceJob|0.001|0.000|0.000|0.000|5183|14648|11|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.Workspace_DoViewStatisticsChanged.SummaryStatisticsBuilder|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|Workspace_DoViewStatisticsChanged|SummaryStatisticsBuilder||||||||||||||
73|Workspace_DoViewStatisticsChanged|1564.796154300|0.001829900||||||||tabui:record-perf||||RecordPerformanceJob|0.001|0.000|0.000|0.000|5183|14648|10|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.Workspace_DoViewStatisticsChanged|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|Workspace_DoViewStatisticsChanged|||||||||||||||
74|sort_dates|1564.800594400|0.000143000||||Person (Core.Person) (Core)||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|14|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.sort.sort_make_buckets.natural_order.smart_sort.sort_dates|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|sort|sort_make_buckets|natural_order|smart_sort|sort_dates|||||||||||
75|sort_naturally|1564.800743500|0.000265400||||Person (Core.Person) (Core)||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|14|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.sort.sort_make_buckets.natural_order.smart_sort.sort_naturally|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|sort|sort_make_buckets|natural_order|smart_sort|sort_naturally|||||||||||
76|smart_sort|1564.800439100|0.000614600||||Person (Core.Person) (Core)||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|13|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.sort.sort_make_buckets.natural_order.smart_sort|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|sort|sort_make_buckets|natural_order|smart_sort||||||||||||
77|natural_order|1564.800413800|0.000642400||||Person (Core.Person) (Core)||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|12|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.sort.sort_make_buckets.natural_order|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|sort|sort_make_buckets|natural_order|||||||||||||
78|sort_construct_buckets|1564.801062600|0.000056500||||Person (Core.Person) (Core)||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|12|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.sort.sort_make_buckets.sort_construct_buckets|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|sort|sort_make_buckets|sort_construct_buckets|||||||||||||
79|sort_make_buckets|1564.800390500|0.000734600||||Person (Core.Person) (Core)||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|11|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.sort.sort_make_buckets|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|sort|sort_make_buckets||||||||||||||
80|sort|1564.800376100|0.000753300||||Person (Core.Person) (Core)||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|10|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.sort|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|sort|||||||||||||||
81|sort|1564.804060800|0.000011400||||Person (Core.Person) (Core)||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|10|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.sort|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|sort|||||||||||||||
82|sort|1564.804258400|0.000007100||||Person (Core.Person) (Core)||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|10|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.sort|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|sort|||||||||||||||
83|async-task.task-job|1565.066329000|0.043248000||||||||tabui:record-perf||||LowMemoryJob|0.043|0.043|0.000|0.000|5223|14648|12|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|||||||||||||
84|JobManager|1565.066316200|0.043264400||||||||tabui:record-perf||||LowMemoryJob|0.043|0.000|0.000|0.000|5223|14648|10|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|||||||||||||||
85|SortIndicatorsBuilder::Build|1565.510388900|0.001467000||||||||tabui:record-perf||||RecordPerformanceJob|0.001|0.001|0.000|0.000|5183|14648|10|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.SortIndicatorsBuilder::Build|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|SortIndicatorsBuilder::Build|||||||||||||||
86|SortIndicatorsBuilder::Build|1565.512128700|0.000096100||||||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|10|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.SortIndicatorsBuilder::Build|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|SortIndicatorsBuilder::Build|||||||||||||||
87|SortIndicatorsBuilder::Build|1565.526016000|0.001538500||||||||tabui:record-perf||||RecordPerformanceJob|0.001|0.001|0.000|0.000|5183|14648|10|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.SortIndicatorsBuilder::Build|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|SortIndicatorsBuilder::Build|||||||||||||||
88|SortIndicatorsBuilder::Build|1565.537874600|0.001442300||||||||tabui:record-perf||||RecordPerformanceJob|0.001|0.001|0.000|0.000|5183|14648|10|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.SortIndicatorsBuilder::Build|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|SortIndicatorsBuilder::Build|||||||||||||||
89|SortIndicatorsBuilder::Build|1565.545585500|0.001537200||||||||tabui:record-perf||||RecordPerformanceJob|0.001|0.001|0.000|0.000|5183|14648|10|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.SortIndicatorsBuilder::Build|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|SortIndicatorsBuilder::Build|||||||||||||||
90|SortIndicatorsBuilder::Build|1565.552303100|0.001341400||||||||tabui:record-perf||||RecordPerformanceJob|0.001|0.001|0.000|0.000|5183|14648|10|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.SortIndicatorsBuilder::Build|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|SortIndicatorsBuilder::Build|||||||||||||||
91|SortIndicatorsBuilder::Build|1565.559702100|0.002301600||||||||tabui:record-perf||||RecordPerformanceJob|0.002|0.002|0.000|0.000|5183|14648|10|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.SortIndicatorsBuilder::Build|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|SortIndicatorsBuilder::Build|||||||||||||||
92|async-task.task-job|1565.565773800|0.004395200||||||||tabui:record-perf||||AxisStackJob|0.004|0.004|0.000|0.000|5231|14648|12|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager.async-task.task-job|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|async-task|task-job|||||||||||||
93|JobManager|1565.565754300|0.004417300||||||||tabui:record-perf||||AxisStackJob|0.004|0.000|0.000|0.000|5231|14648|10|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.JobManager|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|JobManager|||||||||||||||
94|XercesXMLParser_PrepareParserState|1565.597242700|0.000016200||||||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|12|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.DOMParser_ParseXmlString.DOMParser_ParseXmlInputSource.XercesXMLParser_PrepareParserState|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|DOMParser_ParseXmlString|DOMParser_ParseXmlInputSource|XercesXMLParser_PrepareParserState||||||||||||591|"<cards>
  <edge name='left'>
    <strip size='160'>
      <card type='pages' />
      <card type='filters' />
      <card type='"
95|XercesColonSanitizer|1565.597271800|0.000005500||||||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|13|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.DOMParser_ParseXmlString.DOMParser_ParseXmlInputSource.XercesXMLParser_DoXercesParse.XercesColonSanitizer|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|DOMParser_ParseXmlString|DOMParser_ParseXmlInputSource|XercesXMLParser_DoXercesParse|XercesColonSanitizer|||||||||||591|"<cards>
  <edge name='left'>
    <strip size='160'>
      <card type='pages' />
      <card type='filters' />
      <card type='"
96|XercesXMLParser_DoXercesParse|1565.597265000|0.000322000||||||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|12|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.DOMParser_ParseXmlString.DOMParser_ParseXmlInputSource.XercesXMLParser_DoXercesParse|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|DOMParser_ParseXmlString|DOMParser_ParseXmlInputSource|XercesXMLParser_DoXercesParse||||||||||||591|"<cards>
  <edge name='left'>
    <strip size='160'>
      <card type='pages' />
      <card type='filters' />
      <card type='"
97|DOMParser_ParseXmlInputSource|1565.597083100|0.000565600||||||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|11|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.DOMParser_ParseXmlString.DOMParser_ParseXmlInputSource|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|DOMParser_ParseXmlString|DOMParser_ParseXmlInputSource|||||||||||||591|"<cards>
  <edge name='left'>
    <strip size='160'>
      <card type='pages' />
      <card type='filters' />
      <card type='"
98|DOMParser_ParseXmlString|1565.597035800|0.000616700||||||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|10|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.DOMParser_ParseXmlString|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|DOMParser_ParseXmlString||||||||||||||591|
99|XercesXMLParser_PrepareParserState|1565.598521400|0.000014300||||||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|12|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.DOMParser_ParseXmlString.DOMParser_ParseXmlInputSource.XercesXMLParser_PrepareParserState|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|DOMParser_ParseXmlString|DOMParser_ParseXmlInputSource|XercesXMLParser_PrepareParserState||||||||||||414|"<cards>
  <edge name='left'>
    <strip size='160'>
      <card type='pages' />
      <card type='filters' />
      <card type='"
100|XercesColonSanitizer|1565.598545000|0.000003100||||||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|13|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.DOMParser_ParseXmlString.DOMParser_ParseXmlInputSource.XercesXMLParser_DoXercesParse.XercesColonSanitizer|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|DOMParser_ParseXmlString|DOMParser_ParseXmlInputSource|XercesXMLParser_DoXercesParse|XercesColonSanitizer|||||||||||414|"<cards>
  <edge name='left'>
    <strip size='160'>
      <card type='pages' />
      <card type='filters' />
      <card type='"
101|XercesXMLParser_DoXercesParse|1565.598539900|0.000180500||||||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|12|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.DOMParser_ParseXmlString.DOMParser_ParseXmlInputSource.XercesXMLParser_DoXercesParse|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|DOMParser_ParseXmlString|DOMParser_ParseXmlInputSource|XercesXMLParser_DoXercesParse||||||||||||414|"<cards>
  <edge name='left'>
    <strip size='160'>
      <card type='pages' />
      <card type='filters' />
      <card type='"
102|DOMParser_ParseXmlInputSource|1565.598444600|0.000335800||||||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|11|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.DOMParser_ParseXmlString.DOMParser_ParseXmlInputSource|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|DOMParser_ParseXmlString|DOMParser_ParseXmlInputSource|||||||||||||414|"<cards>
  <edge name='left'>
    <strip size='160'>
      <card type='pages' />
      <card type='filters' />
      <card type='"
103|DOMParser_ParseXmlString|1565.598416500|0.000367400||||||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|10|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.DOMParser_ParseXmlString|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|DOMParser_ParseXmlString||||||||||||||414|
104|XercesXMLParser_PrepareParserState|1565.599566900|0.000013900||||||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|12|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.DOMParser_ParseXmlString.DOMParser_ParseXmlInputSource.XercesXMLParser_PrepareParserState|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|DOMParser_ParseXmlString|DOMParser_ParseXmlInputSource|XercesXMLParser_PrepareParserState||||||||||||725|"<cards>
  <edge name='left'>
    <strip size='160'>
      <card type='pages' />
      <card type='filters' />
      <card type='"
105|XercesColonSanitizer|1565.599589700|0.000003700||||||||tabui:record-perf||||RecordPerformanceJob|0.000|0.000|0.000|0.000|5183|14648|13|JobManager.async-task.task-job.commands-controller.invoke-command.JobManager.async-task.task-job.performance.DOMParser_ParseXmlString.DOMParser_ParseXmlInputSource.XercesXMLParser_DoXercesParse.XercesColonSanitizer|JobManager|async-task|task-job|commands-controller|invoke-command|JobManager|async-task|task-job|performance|DOMParser_ParseXmlString|DOMParser_ParseXmlInputSource|XercesXMLParser_DoXercesParse|XercesColonSanitizer|||||||||||725|"<cards>
  <edge name='left'>
    <strip size='160'>
      <card type='pages' />
      <card type='filters' />
      <card type='"
